filename	model_title	model_iri	node	Node_types	property	Intended_range_shapes	object	Object_types	Object_shapes
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73812	[GO:0004642]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73812_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:reaction_R-HSA-73810_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-111524	[GO:0004019]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-111524_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73810	[GO:0004641]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73810_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:reaction_R-HSA-73806_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73814	[GO:0004637]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73814_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73792	[GO:0003922]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73792_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73794	[GO:0003938]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73794_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73828	[GO:0070626]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73828_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73800	[GO:0070626]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73800_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:reaction_R-HSA-73797_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73813	[GO:0004644]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73813_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-73817	gomodel:R-HSA-73805	[GO:0004639]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73805_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-73608_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-73632	[GO:0019206]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73632_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-109759_location_lociGO_0005759	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-109903	[GO:0019206]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-109903_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-73632_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-109903_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-73598	[GO:0019206]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73598_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-73599_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-6788295	[GO:0016787]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-6788295_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-74372_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-74372	[GO:0004850]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-74372_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-109759	[GO:0019206]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-109759_location_lociGO_0005759	[GO:0005759]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-8954327_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-6788295_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-8954327	[GO:0004849]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-8954327_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-73599	[GO:0019206]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73599_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-73598_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-73608	[GO:0004126]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73608_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:reaction_R-HSA-112266_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://model.geneontology.org/R-HSA-73614	gomodel:R-HSA-112266	[GO:0016763]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-112266_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-8956319.ttl	Nucleotide catabolism - imported from: Reactome	http://model.geneontology.org/R-HSA-8956319	gomodel:reaction_R-HSA-8866601_location_lociGO_0005654	null	dc11:date	null	null	null	null
R-HSA-8956319.ttl	Nucleotide catabolism - imported from: Reactome	http://model.geneontology.org/R-HSA-8956319	gomodel:R-HSA-8866601	[GO:0016793]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-8866601_location_lociGO_0005654	[GO:0005654]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:reaction_R-HSA-73577_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:R-HSA-73564	[GO:0004590]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73564_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:R-HSA-73571	[GO:0004151]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73571_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:R-HSA-73569	[GO:0004152]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73569_location_lociGO_0005743	[GO:0005743]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:reaction_R-HSA-73564_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:R-HSA-73577	[GO:0004088]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73577_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:reaction_R-HSA-73573_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:reaction_R-HSA-73567_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:reaction_R-HSA-73571_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:R-HSA-73573	[GO:0004070]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73573_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:R-HSA-73567	[GO:0004588]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-73567_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://model.geneontology.org/R-HSA-500753	gomodel:reaction_R-HSA-73569_location_lociGO_0005743	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-9731590_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395872	[GO:0106377]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731240_R-HSA-2395872	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731240]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395872	[GO:0106377]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2395872_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395872	[GO:0106377]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731231_R-HSA-2395872	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731231]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395818	[GO:0106378]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2395818_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395818	[GO:0106378]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731234_R-HSA-2395818	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731234]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395818	[GO:0106378]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731227_R-HSA-2395818	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731227]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2393939	[GO:0047631]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2393939_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2395872_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2509793	[GO:0097383]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2509793_location_lociGO_0005654	[GO:0005654]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-9731632_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-9731228_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2393954_location_lociGO_0005759	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-5696049	[GO:0047631]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-5696049_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731590	[GO:0016818]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731591_R-HSA-9731590	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731591]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731590	[GO:0016818]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731603_R-HSA-9731590	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731603]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731590	[GO:0016818]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-9731590_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2395965_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395876	[GO:0044715]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731296_R-HSA-2395876	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731296]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395876	[GO:0044715]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2395876_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395876	[GO:0044715]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731300_R-HSA-2395876	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731300]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2395849_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2395873_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2509816_location_lociGO_0005654	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731613	[GO:0016818]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731628_R-HSA-9731613	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731628]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731613	[GO:0016818]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731609_R-HSA-9731613	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731609]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731613	[GO:0016818]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-9731613_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395869	[GO:0035539]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731302_R-HSA-2395869	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731302]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395869	[GO:0035539]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731296_R-HSA-2395869	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731296]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395869	[GO:0035539]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2395869_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395879	[GO:0044715]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731300_R-HSA-2395879	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731300]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395879	[GO:0044715]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2395879_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395879	[GO:0044715]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731296_R-HSA-2395879	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731296]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2395869_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731632	[GO:0016818]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-9731632_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731632	[GO:0016818]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731626_R-HSA-9731632	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731626]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-9731632	[GO:0016818]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731617_R-HSA-9731632	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731617]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2395876_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-5696049_location_lociGO_0005829	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-2509793_location_lociGO_0005654	null	dc11:date	null	null	null	null
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395873	[GO:0044716]	RO:0002233	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731304_R-HSA-2395873	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731304]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395873	[GO:0044716]	RO:0002234	[obo:go/shapes/ChemicalEntity, obo:go/shapes/ProteinContainingComplex]	gomodel:R-ALL-9731298_R-HSA-2395873	[obo:go/extensions/reacto.owl#REACTO_R-ALL-9731298]	[obo:go/shapes/ProvenanceAnnotated, obo:go/shapes/GoCamEntity]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:R-HSA-2395873	[GO:0044716]	BFO:0000066	[obo:go/shapes/AnatomicalEntity]	gomodel:reaction_R-HSA-2395873_location_lociGO_0005829	[GO:0005829]	[]
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://model.geneontology.org/R-HSA-2393930	gomodel:reaction_R-HSA-9731613_location_lociGO_0005829	null	dc11:date	null	null	null	null
