filename	model_title	model_url	modelstate	contributor	provider	date	activity_iri	activity_xref	activity_label	complete	inputs	outputs	enablers	locations	causal upstream	causal downstream	part of n BP	MF	BP
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73794_regulator_RO_0002212_R-ALL-111584_R-HSA-73794_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73828	"Reactome:R-HSA-73828"	"Adenylosuccinate => AMP + Fumarate"	true	1	2	1	1	0	0	1	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111285_regulator_RO_0002213_R-ALL-76577_R-HSA-111285_controller	null	null	false	1	0	0	0	0	1	1	Molecular Event 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73805	"Reactome:R-HSA-73805"	"CAIR + Aspartate + ATP => SAICAR + ADP + Pi"	true	3	4	1	1	0	0	1	phosphoribosylaminoimidazolesuccinocarboxamide synthase activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73814	"Reactome:R-HSA-73814"	"5-Phosphoribosylamine + Glycine + ATP => GAR + ADP + Pi"	true	3	4	1	1	0	0	1	phosphoribosylamine-glycine ligase activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111289	"Reactome:R-HSA-111289"	"Dissociation of phosphoribosyl pyrophosphate amidotransferase tetramer"	false	1	1	0	1	1	0	1	Molecular Event 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111524_regulator_RO_0002212_R-ALL-35141_R-HSA-111524_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73812	"Reactome:R-HSA-73812"	"FGAR + L-Glutamine + ATP + H2O => FGAM + L-Glutamate + ADP + Pi"	true	4	5	1	1	0	0	1	phosphoribosylformylglycinamidine synthase activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73794_regulator_RO_0002212_R-HSA-9679104_R-HSA-73794_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73815	"Reactome:R-HSA-73815"	"PRPP + H2O + L-Glutamine => 5-Phosphoribosylamine + L-Glutamate + PPi"	true	3	3	1	1	0	0	1	amidophosphoribosyltransferase activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73800	"Reactome:R-HSA-73800"	"SAICAR => AICAR + Fumarate"	true	1	2	1	1	0	0	1	(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111285_regulator_RO_0002213_R-ALL-29602_R-HSA-111285_controller	null	null	false	1	0	0	0	0	1	1	Molecular Event 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111524_regulator_RO_0002212_R-ALL-113578_R-HSA-111524_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111285	"Reactome:R-HSA-111285"	"Formation of phosphoribosyl pyrophosphate amidotransferase tetramer"	false	1	1	0	1	1	0	1	Molecular Event 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111524_regulator_RO_0002212_R-ALL-29420_R-HSA-111524_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-111524	"Reactome:R-HSA-111524"	"IMP + L-Aspartate + GTP => Adenylosuccinate + GDP + Pi [ADSS]"	true	3	4	1	1	1	0	1	adenylosuccinate synthase activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9678749	"Reactome:R-HSA-9678749"	"IMPDH tetramers binds IMPDH inhibitors"	false	2	1	0	1	0	0	1	Molecular Event 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73817.ttl	Purine ribonucleoside monophosphate biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73817	development	[https://reactome.org/content/detail/R-HSA-73817]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73810	"Reactome:R-HSA-73810"	"FGAM + ATP => AIR + ADP + Pi"	true	2	4	1	1	0	0	1	phosphoribosylformylglycinamidine cyclo-ligase activity 	purine ribonucleoside monophosphate biosynthetic process 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-6788295	"Reactome:R-HSA-6788295"	"HDHD1:Mg2+ dephosphorylates PURIDP"	true	2	2	1	1	0	0	1	hydrolase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73632	"Reactome:R-HSA-73632"	"phosphorylation of 2'-Deoxythymidine to dTMP"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73608	"Reactome:R-HSA-73608"	"deamination of 2'-Deoxycytidine to 2'-Deoxyuridine"	true	2	2	1	1	0	0	1	cytidine deaminase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-109903	"Reactome:R-HSA-109903"	"cytidine or uridine + ATP => CMP or UMP + ADP [UCK2]"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-109759	"Reactome:R-HSA-109759"	"deoxycytidine, thymidine, or deoxyuridine + ATP => dCMP, TMP, or dUMP + ADP [TK2]"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73599	"Reactome:R-HSA-73599"	"cytidine or uridine + ATP => CMP or UMP + ADP [UCK1]"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8954327	"Reactome:R-HSA-8954327"	"UCKL1 phosphorylates urindine, cytidine"	true	2	2	1	1	0	0	1	uridine kinase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-74372	"Reactome:R-HSA-74372"	"uracil + (deoxy)ribose 1-phosphate <=> (deoxy)uridine + orthophosphate [UPP]"	true	2	2	1	1	0	0	1	uridine phosphorylase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73598	"Reactome:R-HSA-73598"	"(2'-deoxy)cytidine + ATP => (d)CMP + ADP (DCK)"	true	2	2	1	1	0	0	1	nucleoside kinase activity 	pyrimidine nucleoside salvage 
R-HSA-73614.ttl	Pyrimidine salvage - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-73614	development	[https://reactome.org/content/detail/R-HSA-73614]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-112266	"Reactome:R-HSA-112266"	"thymine or uracil + 2-deoxy-D-ribose 1-phosphate <=> thymidine or deoxyuridine + orthophosphate [TYMP]"	true	2	2	1	1	0	0	1	pentosyltransferase activity 	pyrimidine nucleoside salvage 
R-HSA-8956319.ttl	Nucleotide catabolism - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8956319	development	[https://reactome.org/content/detail/R-HSA-8956319]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8866601	"Reactome:R-HSA-8866601"	"SAMHD1:Zn2+ tetramer hydrolyzes dNTP to nucleoside and triphosphate"	true	2	3	1	1	1	0	1	triphosphoric monoester hydrolase activity 	deoxyribonucleotide catabolic process 
R-HSA-8956319.ttl	Nucleotide catabolism - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-8956319	development	[https://reactome.org/content/detail/R-HSA-8956319]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-8866601_regulator_RO_0002213_R-ALL-29892_R-HSA-8866601_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73564	"Reactome:R-HSA-73564"	"UMPS dimer decarboxylates OMP to UMP"	true	2	2	1	1	0	0	1	orotidine-5'-phosphate decarboxylase activity 	pyrimidine nucleoside biosynthetic process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9708759	"Reactome:R-HSA-9708759"	"DHODH:FMN binds DHODH inhibitors"	false	2	1	0	0	0	0	1	Molecular Event 	pyrimidine nucleoside biosynthetic process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73569	"Reactome:R-HSA-73569"	"DHODH:FMN oxidises (S)-DHO to orotate"	true	2	2	1	1	0	0	1	dihydroorotate dehydrogenase activity 	pyrimidine nucleoside biosynthetic process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73571	"Reactome:R-HSA-73571"	"CAD hexamer dehydrates N-carb-L-Asp to (S)-DHO"	true	2	2	1	1	0	0	1	dihydroorotase activity 	pyrimidine nucleoside biosynthetic process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73567	"Reactome:R-HSA-73567"	"UMPS dimer transfers phosphoribosyl group to ORO to form OMP"	true	2	2	1	1	0	0	1	orotate phosphoribosyltransferase activity 	pyrimidine nucleoside biosynthetic process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73573	"Reactome:R-HSA-73573"	"CAD hexamer transforms CAP to N-carb-L-Asp"	true	2	3	1	1	0	0	1	aspartate carbamoyltransferase activity 	pyrimidine nucleoside biosynthetic process 
R-HSA-500753.ttl	Pyrimidine biosynthesis - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-500753	development	[https://reactome.org/content/detail/R-HSA-500753]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-73577	"Reactome:R-HSA-73577"	"CAD hexamer transforms L-Gln to CAP"	true	4	5	1	1	0	0	1	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity 	pyrimidine nucleoside biosynthetic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9731632	"Reactome:R-HSA-9731632"	"NUDT1 hydrolyzes N6-methyl-ATP to N6-methyl-AMP"	true	2	3	1	1	0	0	1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395873	"Reactome:R-HSA-2395873"	"8-oxo-GDP + H2O => 8-oxo-GMP + Pi"	true	2	3	1	1	0	0	1	8-oxo-GDP phosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9731228	"Reactome:R-HSA-9731228"	"NUDT1 hydrolyses 8-oxo-dATP to 8-oxo-dAMP"	true	2	3	1	1	0	0	1	8-oxo-(d)RTP hydrolase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2393954	"Reactome:R-HSA-2393954"	"Mitochondrial NUDT9 hydrolyses ADP-ribose to R5P and AMP"	true	2	2	1	1	0	0	1	ADP-ribose diphosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395869	"Reactome:R-HSA-2395869"	"NUDT15 hydrolyses 8-oxo-dGTP to 8-oxo-dGMP"	true	2	3	1	1	0	0	1	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395965	"Reactome:R-HSA-2395965"	"NUDT18 hydrolyses 8-oxo-dADP to 8-oxo-dAMP"	true	2	3	1	1	0	0	1	8-hydroxy-dADP phosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2509793_regulator_RO_0002213_R-ALL-2509819_R-HSA-2509793_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2509793	"Reactome:R-HSA-2509793"	"dIDP + H2O => dIMP + Pi"	true	2	3	1	1	1	0	1	dIDP diphosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395872	"Reactome:R-HSA-2395872"	"NUDT1 hydrolyses 2-oxo-ATP to 2-oxo-AMP"	true	2	3	1	1	0	0	1	2-hydroxy-ATP hydrolase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395818	"Reactome:R-HSA-2395818"	"NUDT1 hydrolyses 2-oxo-dATP to 2-oxo-dAMP"	true	2	3	1	1	0	0	1	2-hydroxy-dATP hydrolase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2509816	"Reactome:R-HSA-2509816"	"IDP + H2O => IMP + Pi"	true	2	3	1	1	1	0	1	inosine-diphosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395876	"Reactome:R-HSA-2395876"	"NUDT15 hydrolyses 8-oxo-dGDP to 8-oxo-dGMP"	true	2	3	1	1	0	0	1	8-oxo-dGDP phosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395879	"Reactome:R-HSA-2395879"	"NUDT18 hydrolyses 8-oxo-dGDP to 8-oxo-dGMP"	true	2	3	1	1	0	0	1	8-oxo-dGDP phosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9731613	"Reactome:R-HSA-9731613"	"NUDT1 hydrolyzes N6-methyl-dATP to N6-methyl-dAMP"	true	2	3	1	1	0	0	1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-5696049	"Reactome:R-HSA-5696049"	"ADPRM hydrolyses ADP-ribose to R5P and AMP"	true	2	2	1	1	0	0	1	ADP-ribose diphosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-9731590	"Reactome:R-HSA-9731590"	"NUDT1 hydrolyzes O6-methyl-dGTP to O6-methyl-dGMP"	true	2	3	1	1	0	0	1	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2393939	"Reactome:R-HSA-2393939"	"Cytosolic NUDT5 hydrolyses ADP-ribose to R5P and AMP"	true	2	2	1	1	0	0	1	ADP-ribose diphosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2509816_regulator_RO_0002213_R-ALL-2509819_R-HSA-2509816_controller	null	null	false	1	0	1	0	0	1	1	binding 	biological_process 
R-HSA-2393930.ttl	Phosphate bond hydrolysis by NUDT proteins - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-2393930	development	[https://reactome.org/content/detail/R-HSA-2393930]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-2395849	"Reactome:R-HSA-2395849"	"NUDT1 hydrolyses 8-oxo-dGTP to 8-oxo-dGMP"	true	2	3	1	1	0	0	1	8-oxo-7,8-dihydrodeoxyguanosine triphosphate pyrophosphatase activity 	nucleobase-containing small molecule metabolic process 
R-HSA-499943.ttl	Interconversion of nucleotide di- and triphosphates - imported from: Reactome	http://noctua-dev.berkeleybop.org/editor/graph/gomodel:R-HSA-499943	development	[https://reactome.org/content/detail/R-HSA-499943]	[https://reactome.org]	2021-07-27	http://model.geneontology.org/R-HSA-110144	"Reactome:R-HSA-110144"	"ADP + ADP <=> AMP + ATP [AK2]"	true	1	2	1	1	0	0	1	adenylate kinase activity 	nucleobase-containing small molecule interconversion 
